id,league,season,name,team,position,blocker,glove,passing,pokeCheck,positioning,rebound,recovery,puckhandling,lowShots,reflexes,skating,aggression,mentalToughness,determination,teamPlayer,leadership,goalieStamina,professionalism,appliedTPE,pos
1873,1,66,Adam Prpich,CAR,G,12,12,6,8,15,13,13,6,13,13,6,8,11,15,15,15,11,15,277,Goalie
1991,1,66,Mr Lightning,YUM,G,9,9,9,9,12,11,11,8,10,9,9,8,12,15,15,15,12,15,155,Goalie
68,1,67,Tyler Cannon,QCC,G,10,10,8,10,10,10,10,8,9,9,14,8,10,15,15,15,10,15,155,Goalie
332,1,67,Shawn Lonkert,CAR,G,10,10,11,5,10,10,11,11,10,10,10,8,9,15,15,15,12,15,155,Goalie
467,1,67,Tyler Avery,DET,G,10,10,7,10,12,10,10,10,10,10,10,8,10,15,15,15,12,15,160,Goalie
509,1,67,Keisuke Suzuki,VAN,G,12,13,9,9,11,10,11,11,10,15,12,8,11,15,15,15,11,15,256,Goalie
523,1,67,Nashy Goodboi,YUM,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
625,1,67,Kevin Newman,QCC,G,11,11,9,10,11,11,11,5,11,11,8,8,9,15,15,15,11,15,155,Goalie
627,1,67,Tim Allen Jr.,NL,G,9,9,8,8,13,12,13,8,10,13,9,8,12,15,15,15,8,15,189,Goalie
660,1,67,Liam Bell,MET,G,11,11,11,11,11,11,11,11,11,5,5,8,5,15,15,15,10,15,155,Goalie
697,1,67,Brady Trussler,ANC,G,11,12,5,5,17,7,5,5,5,6,5,8,5,15,15,15,5,15,155,Goalie
731,1,67,Jack Lewis,STL,G,11,11,10,9,12,11,12,11,12,12,7,8,8,15,15,15,11,15,199,Goalie
756,1,67,Jesse Hellanude,STL,G,5,5,5,5,18,5,5,5,5,5,5,8,6,15,15,16,7,15,155,Goalie
772,1,67,Loic Therien,KEL,G,8,8,8,8,5,8,10,5,5,15,5,8,5,15,15,15,15,15,155,Goalie
786,1,67,Roddy Ross,STL,G,10,15,5,5,10,10,10,6,8,10,10,8,10,15,15,15,10,15,155,Goalie
876,1,67,ANC EBUG,ANC,G,15,12,7,7,12,12,12,7,12,12,7,8,11,15,15,15,11,15,246,Goalie
955,1,67,CAR EBUG,CAR,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
956,1,67,Mertin Broduer,VAN,G,12,12,8,8,12,10,10,10,12,12,8,8,9,15,15,15,9,15,177,Goalie
958,1,67,Walrus Walrus,MET,G,11,11,5,5,12,11,11,11,11,11,6,8,7,15,15,15,11,15,155,Goalie
1069,1,67,Smoky TheBear,GFG,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1081,1,67,Roddy Ross,CAR,G,10,15,5,5,10,10,10,6,8,10,10,8,10,15,15,15,10,15,155,Goalie
1142,1,67,Cal St. Karsikz,VAN,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1156,1,67,August Von Hecht,ANC,G,13,14,5,10,15,12,13,5,12,13,12,8,13,15,15,15,12,15,344,Goalie
1186,1,67,Scottey Crawfling,MET,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1221,1,67,Ted Lindsay,ANC,G,10,11,10,5,11,10,10,10,10,10,10,8,12,15,15,15,10,15,155,Goalie
1246,1,67,Unstopab Owl,QCC,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1254,1,67,Andrew Kiehl,GFG,G,10,15,8,10,9,6,7,7,10,8,6,8,12,15,15,15,11,15,155,Goalie
1300,1,67,Gumba Overdoo,REG,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1313,1,67,MUNK LUCK,NL,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1345,1,67,Isabella Bouchard,MET,G,15,14,6,8,15,14,14,5,14,15,10,8,10,15,15,15,12,15,425,Goalie
1379,1,67,Anzelms Krastins,YUM,G,11,11,10,9,15,12,13,11,12,15,8,8,12,15,15,15,11,15,313,Goalie
1384,1,67,Skating Dino,QCC,G,13,13,6,10,13,13,13,7,13,13,10,8,10,15,15,15,10,15,271,Goalie
1386,1,67,Otter Von Bismarck,CAR,G,11,11,5,9,15,12,11,7,14,15,9,8,9,15,15,15,10,15,274,Goalie
1399,1,67,Lachlan Moon,MET,G,10,11,5,5,14,13,14,5,10,14,5,8,10,15,15,15,10,15,233,Goalie
1410,1,67,Bobby Beans,STL,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1464,1,67,Gray Rosey,VAN,G,10,10,5,10,11,10,10,10,10,12,11,8,10,15,15,15,10,15,155,Goalie
1526,1,67,Henrik Svensson,VAN,G,9,9,8,8,13,13,9,10,9,13,8,8,9,15,15,15,9,15,155,Goalie
1560,1,67,Brent Turnerson,MET,G,12,12,10,11,12,11,11,11,11,12,8,8,10,15,15,15,12,15,226,Goalie
1625,1,67,Anthony Dionne,STL,G,14,14,7,11,14,14,14,10,14,15,8,8,12,15,15,15,12,15,425,Goalie
1730,1,67,B Jobin,VAN,G,9,11,7,12,17,15,15,9,10,15,9,8,12,15,15,15,13,15,425,Goalie
1731,1,67,Shiny Shuckle,COL,G,14,14,9,9,15,14,13,8,14,15,9,8,10,15,15,15,14,15,424,Goalie
1757,1,67,Malachi Booth,STL,G,11,10,10,10,9,10,5,10,10,13,10,8,12,15,15,15,5,15,155,Goalie
1776,1,67,Dr. Hugh Orson,NBB,G,13,13,6,9,12,11,12,7,10,11,8,8,8,15,15,15,12,15,196,Goalie
1780,1,67,Swiss Cheese,DET,G,10,10,10,6,10,13,10,7,10,13,5,8,10,15,15,15,10,15,155,Goalie
1822,1,67,Bandit Heeler,YUM,G,11,11,10,10,13,11,11,10,12,12,10,8,13,15,15,15,11,15,236,Goalie
1827,1,67,Jeff Newman,DET,G,12,12,11,11,12,11,11,11,11,11,11,7,12,15,15,15,12,15,248,Goalie
1861,1,67,Alvin Towne,GFG,G,13,13,7,5,16,13,11,5,13,16,10,8,14,15,15,15,14,15,425,Goalie
1862,1,67,Samuel Piccard,NL,G,11,12,8,9,13,14,13,8,12,11,10,8,10,15,15,15,9,15,233,Goalie
1866,1,67,Caleb Hayden,QCC,G,14,14,5,7,15,14,14,8,14,14,10,8,13,15,15,15,13,15,425,Goalie
1867,1,67,Dexter Harrison,NBB,G,10,13,5,12,15,11,10,10,10,10,6,8,9,15,15,15,10,15,207,Goalie
1868,1,67,Mr Lightning,CAR,G,9,9,9,9,12,11,11,8,10,9,9,8,12,15,15,15,12,15,155,Goalie
1872,1,67,Jackson Cannon,REG,G,11,11,8,8,15,11,11,5,12,15,5,8,10,15,15,15,11,15,247,Goalie
1896,1,67,Copernicus Doomslatter,CAR,G,11,11,5,5,11,12,12,5,11,13,5,8,5,15,15,15,15,15,206,Goalie
1991,1,67,Mr Lightning,YUM,G,9,9,9,9,12,11,11,8,10,9,9,8,12,15,15,15,12,15,155,Goalie
2112,1,67,Sjoforsvaret,KEL,G,11,11,10,8,12,11,11,9,11,13,10,8,10,15,15,15,12,15,203,Goalie
2113,1,67,Sea Jebus,KEL,G,12,12,10,8,10,11,11,10,10,12,10,8,11,15,15,15,12,15,203,Goalie
2114,1,67,Viktor Navolsky,COL,G,12,11,10,8,14,9,7,10,9,9,5,8,11,15,15,15,9,15,155,Goalie
2117,1,67,Walter Sobchak,QCC,G,12,13,9,5,13,13,11,7,5,13,11,8,10,15,15,15,12,15,227,Goalie
2118,1,67,Alexis Texas,REG,G,11,11,9,10,13,13,13,7,13,13,7,8,13,15,15,15,13,15,277,Goalie
68,1,68,Tyler Cannon,QCC,G,10,10,8,10,10,10,10,8,9,9,14,8,10,15,15,15,10,15,155,Goalie
467,1,68,Tyler Avery,DET,G,10,10,7,10,12,10,10,10,10,10,10,8,10,15,15,15,12,15,160,Goalie
509,1,68,Keisuke Suzuki,VAN,G,12,13,9,9,11,10,11,11,10,15,12,8,11,15,15,15,11,15,256,Goalie
523,1,68,Nashy Goodboi,YUM,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
625,1,68,Kevin Newman,QCC,G,11,11,9,10,11,11,11,5,11,11,8,8,9,15,15,15,11,15,155,Goalie
627,1,68,Tim Allen Jr.,NL,G,9,9,8,8,13,12,13,8,10,13,9,8,12,15,15,15,8,15,189,Goalie
660,1,68,Liam Bell,MET,G,11,11,11,11,11,11,11,11,11,5,5,8,5,15,15,15,10,15,155,Goalie
731,1,68,Jack Lewis,STL,G,11,11,10,9,12,11,12,11,12,12,7,8,8,15,15,15,11,15,199,Goalie
756,1,68,Jesse Hellanude,STL,G,5,5,5,5,18,5,5,5,5,5,5,8,6,15,15,16,7,15,155,Goalie
772,1,68,Loic Therien,KEL,G,8,8,8,8,5,8,10,5,5,15,5,8,5,15,15,15,15,15,155,Goalie
786,1,68,Roddy Ross,STL,G,10,15,5,5,10,10,10,6,8,10,10,8,10,15,15,15,10,15,155,Goalie
876,1,68,ANC EBUG,ANC,G,15,12,7,7,12,12,12,7,12,12,7,8,11,15,15,15,11,15,246,Goalie
955,1,68,CAR EBUG,CAR,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
956,1,68,Mertin Broduer,VAN,G,12,12,8,8,12,10,10,10,12,12,8,8,9,15,15,15,9,15,177,Goalie
958,1,68,Walrus Walrus,MET,G,11,11,5,5,12,11,11,11,11,11,6,8,7,15,15,15,11,15,155,Goalie
1069,1,68,Smoky TheBear,GFG,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1142,1,68,Cal St. Karsikz,VAN,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1156,1,68,August Von Hecht,ANC,G,14,15,5,11,15,12,13,5,13,15,12,8,13,15,15,15,13,15,425,Goalie
1186,1,68,Scottey Crawfling,MET,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1221,1,68,Ted Lindsay,ANC,G,10,11,10,5,11,10,10,10,10,10,10,8,12,15,15,15,10,15,155,Goalie
1246,1,68,Unstopab Owl,QCC,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1254,1,68,Andrew Kiehl,GFG,G,10,15,8,10,9,6,7,7,10,8,6,8,12,15,15,15,11,15,155,Goalie
1300,1,68,Gumba Overdoo,REG,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1313,1,68,MUNK LUCK,NL,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1379,1,68,Anzelms Krastins,YUM,G,11,11,10,9,15,12,13,11,12,15,8,8,12,15,15,15,11,15,313,Goalie
1384,1,68,Skating Dino,QCC,G,13,13,6,10,13,13,13,7,13,13,10,8,10,15,15,15,10,15,271,Goalie
1386,1,68,Otter Von Bismarck,CAR,G,11,11,5,9,15,12,11,7,14,15,9,8,9,15,15,15,10,15,274,Goalie
1399,1,68,Lachlan Moon,MET,G,10,11,5,5,14,13,14,5,10,14,5,8,10,15,15,15,10,15,233,Goalie
1410,1,68,Bobby Beans,STL,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1464,1,68,Gray Rosey,VAN,G,10,10,5,10,11,10,10,10,10,12,11,8,10,15,15,15,10,15,155,Goalie
1499,1,68,Noah Charlevoix,VAN,G,10,10,6,6,14,10,10,6,13,14,6,7,10,15,15,15,10,15,196,Goalie
1526,1,68,Henrik Svensson,VAN,G,9,9,8,8,13,13,9,10,9,13,8,8,9,15,15,15,9,15,155,Goalie
1560,1,68,Brent Turnerson,MET,G,12,14,10,12,14,13,13,11,11,13,10,8,10,15,15,15,12,15,327,Goalie
1625,1,68,Anthony Dionne,STL,G,14,14,7,11,14,14,14,10,14,15,8,8,12,15,15,15,12,15,425,Goalie
1635,1,68,George Walsh,ANC,G,13,11,10,10,10,12,10,10,12,12,12,8,11,15,15,15,11,15,231,Goalie
1672,1,68,William Boucher,QCC,G,12,12,10,9,12,9,11,10,12,11,9,8,11,15,15,15,5,15,184,Goalie
1775,1,68,Sam Conroy,VAN,G,10,10,9,10,12,13,13,10,12,14,12,8,12,15,15,15,10,15,268,Goalie
1776,1,68,Dr. Hugh Orson,NBB,G,13,13,6,9,12,11,12,7,10,11,8,8,8,15,15,15,12,15,196,Goalie
1780,1,68,Swiss Cheese,DET,G,10,10,10,6,10,13,10,7,10,13,5,8,10,15,15,15,10,15,155,Goalie
1822,1,68,Bandit Heeler,YUM,G,11,11,10,11,14,13,13,10,13,14,10,8,13,15,15,15,12,15,327,Goalie
1827,1,68,Jeff Newman,DET,G,13,13,11,11,14,11,13,11,13,13,11,7,12,15,15,15,12,15,335,Goalie
1846,1,68,Luka Nogoalov,STL,G,11,10,7,12,12,12,10,5,8,8,5,8,12,15,15,15,10,15,155,Goalie
1861,1,68,Alvin Towne,GFG,G,13,13,7,5,16,13,11,5,13,16,10,8,14,15,15,15,14,15,425,Goalie
1862,1,68,Samuel Piccard,NL,G,11,12,8,9,13,14,13,8,12,11,10,8,10,15,15,15,9,15,233,Goalie
1866,1,68,Caleb Hayden,CAR,G,14,14,5,7,15,14,14,8,14,14,10,8,13,15,15,15,13,15,425,Goalie
1867,1,68,Dexter Harrison,NBB,G,10,13,5,12,15,11,10,10,10,10,6,8,9,15,15,15,10,15,207,Goalie
1872,1,68,Jackson Cannon,REG,G,11,11,8,8,15,11,11,5,12,15,5,8,10,15,15,15,11,15,247,Goalie
1896,1,68,Copernicus Doomslatter,GFG,G,11,11,5,5,13,12,13,5,11,13,5,8,13,15,15,15,11,15,216,Goalie
1991,1,68,Mr Lightning,YUM,G,9,9,9,9,12,11,11,8,10,9,9,8,12,15,15,15,12,15,155,Goalie
2046,1,68,Grzegorz Brzeczyszczykiewicz,COL,G,12,12,7,9,11,12,12,7,12,12,7,8,12,15,15,15,10,15,207,Goalie
2103,1,68,Elias Adelberg,CAR,G,11,12,10,4,11,11,12,5,10,13,5,7,5,15,15,15,5,15,150,Goalie
2112,1,68,Sjoforsvaret,KEL,G,11,11,10,8,12,11,11,9,11,13,10,8,10,15,15,15,12,15,203,Goalie
2113,1,68,Sea Jebus,KEL,G,13,13,11,12,12,11,11,11,11,12,11,8,13,15,15,15,13,15,296,Goalie
2114,1,68,Viktor Navolsky,COL,G,12,11,10,8,14,10,7,10,9,9,5,8,11,15,15,15,9,15,160,Goalie
2116,1,68,Tummy Hurts,NL,G,13,13,9,9,15,14,14,8,13,14,10,8,9,15,15,15,11,15,348,Goalie
2117,1,68,Walter Sobchak,QCC,G,12,13,9,5,14,13,11,7,13,14,11,8,10,15,15,15,12,15,289,Goalie
2118,1,68,Alexis Texas,REG,G,13,13,5,5,15,13,13,5,13,15,7,8,13,15,15,15,13,15,350,Goalie
68,1,69,Tyler Cannon,QCC,G,10,10,8,10,10,10,10,8,9,9,14,8,10,15,15,15,10,15,155,Goalie
467,1,69,Tyler Avery,DET,G,10,10,7,10,12,10,10,10,10,10,10,8,10,15,15,15,12,15,160,Goalie
625,1,69,Kevin Newman,QCC,G,11,11,9,10,11,11,11,5,11,11,8,8,9,15,15,15,11,15,155,Goalie
627,1,69,Tim Allen Jr.,NL,G,9,9,8,8,13,12,13,8,10,13,9,8,12,15,15,15,8,15,189,Goalie
660,1,69,Liam Bell,MET,G,11,11,11,11,11,11,11,11,11,5,5,8,5,15,15,15,10,15,155,Goalie
731,1,69,Jack Lewis,STL,G,11,11,10,9,12,11,12,11,12,12,7,8,8,15,15,15,11,15,199,Goalie
756,1,69,Jesse Hellanude,STL,G,5,5,5,5,18,5,5,5,5,5,5,8,6,15,15,16,7,15,155,Goalie
772,1,69,Loic Therien,KEL,G,8,8,8,8,5,8,10,5,5,15,5,8,5,15,15,15,15,15,155,Goalie
786,1,69,Roddy Ross,STL,G,10,15,5,5,10,10,10,6,8,10,10,8,10,15,15,15,10,15,155,Goalie
876,1,69,ANC EBUG,ANC,G,15,12,7,7,12,12,12,7,12,12,7,8,11,15,15,15,11,15,246,Goalie
955,1,69,CAR EBUG,CAR,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
956,1,69,Mertin Broduer,VAN,G,12,12,8,8,12,10,10,10,12,12,8,8,9,15,15,15,9,15,177,Goalie
958,1,69,Walrus Walrus,MET,G,11,11,5,5,12,11,11,11,11,11,6,8,7,15,15,15,11,15,155,Goalie
1142,1,69,Cal St. Karsikz,VAN,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1156,1,69,August Von Hecht,ANC,G,14,15,5,11,15,12,13,5,13,15,12,8,13,15,15,15,13,15,425,Goalie
1186,1,69,Scottey Crawfling,MET,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1221,1,69,Ted Lindsay,ANC,G,10,11,10,5,11,10,10,10,10,10,10,8,12,15,15,15,10,15,155,Goalie
1246,1,69,Unstopab Owl,QCC,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1254,1,69,Andrew Kiehl,GFG,G,10,15,8,10,9,6,7,7,10,8,6,8,12,15,15,15,11,15,155,Goalie
1300,1,69,Gumba Overdoo,REG,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1313,1,69,MUNK LUCK,NL,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1379,1,69,Anzelms Krastins,YUM,G,11,11,10,9,15,12,13,11,12,15,8,8,12,15,15,15,11,15,313,Goalie
1384,1,69,Skating Dino,QCC,G,13,13,6,10,13,13,13,7,13,13,10,8,10,15,15,15,10,15,271,Goalie
1386,1,69,Otter Von Bismarck,CAR,G,11,11,5,9,15,12,11,7,14,15,9,8,9,15,15,15,10,15,274,Goalie
1475,1,69,Joel Farfalle,YUM,G,11,11,9,7,11,11,11,7,11,11,9,8,10,15,15,15,11,15,155,Goalie
1499,1,69,Noah Charlevoix,VAN,G,11,12,6,6,15,13,13,6,12,15,6,7,10,15,15,15,10,15,278,Goalie
1521,1,69,Kay Lee,STL,G,11,11,10,4,11,11,13,5,11,13,5,7,5,15,15,15,6,15,156,Goalie
1526,1,69,Henrik Svensson,VAN,G,9,9,8,8,13,13,9,10,9,13,8,8,9,15,15,15,9,15,155,Goalie
1535,1,69,André Santiago,REG,G,10,10,6,8,13,8,8,5,10,13,4,7,10,15,15,15,8,15,125,Goalie
1553,1,69,C.J. Sparks,GFG,G,12,12,7,7,13,11,11,5,9,10,5,8,10,15,15,15,10,15,155,Goalie
1560,1,69,Brent Turnerson,MET,G,14,14,10,12,16,13,13,11,13,14,10,8,10,15,15,15,12,15,421,Goalie
1635,1,69,George Walsh,ANC,G,15,12,10,10,15,12,13,10,12,12,12,8,14,15,15,15,12,15,380,Goalie
1643,1,69,Luka Nogoalov,NBB,G,12,12,6,12,15,12,13,4,12,13,4,7,12,15,15,15,9,15,277,Goalie
1659,1,69,Asher Gibbons,YUM,G,10,12,7,10,10,11,10,10,11,12,7,8,13,15,15,15,10,15,182,Goalie
1672,1,69,William Boucher,QCC,G,12,12,10,9,12,9,11,10,12,11,9,8,11,15,15,15,5,15,184,Goalie
1723,1,69,Jaxon Markstrom,MET,G,7,7,5,10,9,9,10,9,9,9,10,7,12,15,15,15,9,15,97,Goalie
1757,1,69,Malachi Booth,STL,G,11,10,10,10,9,10,5,10,10,13,10,8,12,15,15,15,5,15,155,Goalie
1775,1,69,Sam Conroy,VAN,G,12,12,6,9,12,13,12,9,11,12,9,8,12,15,15,15,11,15,227,Goalie
1776,1,69,Dr. Hugh Orson,NBB,G,13,13,6,9,12,11,12,7,10,11,8,8,8,15,15,15,12,15,196,Goalie
1780,1,69,Swiss Cheese,DET,G,10,10,10,6,10,13,10,7,10,13,5,8,10,15,15,15,10,15,155,Goalie
1790,1,69,Tibuk Soonika,KEL,G,12,12,5,7,15,13,13,6,12,13,9,8,12,15,15,15,11,15,279,Goalie
1819,1,69,Rhett Carpet,NL,G,12,12,8,8,14,13,14,8,12,13,7,8,9,15,15,15,10,15,261,Goalie
1822,1,69,Bandit Heeler,GFG,G,12,12,10,11,14,13,13,10,13,14,10,8,13,15,15,15,12,15,343,Goalie
1827,1,69,Jeff Newman,DET,G,13,13,10,10,15,10,13,10,13,13,10,7,11,15,15,15,11,15,309,Goalie
1885,1,69,Peyton Kerns,CAR,G,10,12,5,9,11,5,5,8,5,5,5,8,13,15,15,15,15,15,155,Goalie
1896,1,69,Copernicus Doomslatter,GFG,G,11,11,5,5,13,12,13,5,11,13,5,8,13,15,15,15,11,15,216,Goalie
1899,1,69,Ryan Burton,YUM,G,13,14,7,8,9,8,8,6,8,13,6,7,5,15,15,15,4,15,137,Goalie
1984,1,69,Jason Fourium,COL,G,16,10,5,5,5,5,10,5,10,10,10,8,10,15,15,15,7,15,155,Goalie
1991,1,69,Mr Lightning,YUM,G,9,9,9,9,12,11,11,8,10,9,9,8,12,15,15,15,12,15,155,Goalie
2046,1,69,Grzegorz Brzeczyszczykiewicz,COL,G,14,15,5,9,11,12,13,5,15,13,8,8,13,15,15,15,13,15,349,Goalie
2103,1,69,Elias Adelberg,CAR,G,12,13,11,5,12,12,13,6,11,14,6,8,6,15,15,15,6,15,219,Goalie
2113,1,69,Sea Jebus,KEL,G,13,13,12,12,12,12,13,12,13,13,12,8,14,15,15,15,14,15,398,Goalie
2114,1,69,Viktor Navolsky,COL,G,12,11,10,8,14,9,7,10,9,9,5,8,11,15,15,15,9,15,155,Goalie
2116,1,69,Tummy Hurts,NL,G,14,14,7,6,15,15,15,8,14,15,7,8,10,15,15,15,11,15,425,Goalie
2117,1,69,Walter Sobchak,QCC,G,14,14,9,6,14,13,12,7,13,14,11,8,15,15,15,15,15,15,425,Goalie
2118,1,69,Alexis Texas,REG,G,13,13,5,5,15,15,15,5,13,15,7,8,13,15,15,15,14,15,425,Goalie
68,1,70,Tyler Cannon,QCC,G,10,10,8,10,10,10,10,8,9,9,14,8,10,15,15,15,10,15,155,Goalie
467,1,70,Tyler Avery,DET,G,10,10,7,10,12,10,10,10,10,10,10,8,10,15,15,15,12,15,160,Goalie
625,1,70,Kevin Newman,QCC,G,11,11,9,10,11,11,11,5,11,11,8,8,9,15,15,15,11,15,155,Goalie
627,1,70,Tim Allen Jr.,NL,G,9,9,8,8,13,12,13,8,10,13,9,8,12,15,15,15,8,15,189,Goalie
660,1,70,Liam Bell,MET,G,11,11,11,11,11,11,11,11,11,5,5,8,5,15,15,15,10,15,155,Goalie
731,1,70,Jack Lewis,STL,G,11,11,10,9,12,11,12,11,12,12,7,8,8,15,15,15,11,15,199,Goalie
756,1,70,Jesse Hellanude,STL,G,5,5,5,5,18,5,5,5,5,5,5,8,6,15,15,16,7,15,155,Goalie
772,1,70,Loic Therien,KEL,G,8,8,8,8,5,8,10,5,5,15,5,8,5,15,15,15,15,15,155,Goalie
786,1,70,Roddy Ross,STL,G,10,15,5,5,10,10,10,6,8,10,10,8,10,15,15,15,10,15,155,Goalie
876,1,70,ANC EBUG,ANC,G,15,12,7,7,12,12,12,7,12,12,7,8,11,15,15,15,11,15,246,Goalie
955,1,70,CAR EBUG,CAR,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
956,1,70,Mertin Broduer,VAN,G,12,12,8,8,12,10,10,10,12,12,8,8,9,15,15,15,9,15,177,Goalie
958,1,70,Walrus Walrus,MET,G,11,11,5,5,12,11,11,11,11,11,6,8,7,15,15,15,11,15,155,Goalie
1142,1,70,Cal St. Karsikz,VAN,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1186,1,70,Scottey Crawfling,MET,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1221,1,70,Ted Lindsay,ANC,G,10,11,10,5,11,10,10,10,10,10,10,8,12,15,15,15,10,15,155,Goalie
1246,1,70,Unstopab Owl,QCC,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1254,1,70,Andrew Kiehl,GFG,G,10,15,8,10,9,6,7,7,10,8,6,8,12,15,15,15,11,15,155,Goalie
1300,1,70,Gumba Overdoo,REG,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1313,1,70,MUNK LUCK,NL,G,12,12,7,7,12,11,12,7,12,12,7,8,11,15,15,15,11,15,200,Goalie
1379,1,70,Anzelms Krastins,YUM,G,11,11,10,9,15,12,13,11,12,15,8,8,12,15,15,15,11,15,313,Goalie
1384,1,70,Skating Dino,QCC,G,13,13,6,10,13,13,13,7,13,13,10,8,10,15,15,15,10,15,271,Goalie
1499,1,70,Noah Charlevoix,VAN,G,13,14,7,7,16,14,14,7,14,15,7,8,11,15,15,15,11,15,409,Goalie
1521,1,70,Kay Lee,STL,G,13,13,11,11,12,12,13,11,13,13,10,8,11,15,15,15,11,15,299,Goalie
1526,1,70,Henrik Svensson,VAN,G,9,9,8,8,13,13,9,10,9,13,8,8,9,15,15,15,9,15,155,Goalie
1535,1,70,André Santiago,REG,G,11,11,7,9,13,9,9,6,11,13,5,8,11,15,15,15,9,15,155,Goalie
1553,1,70,C.J. Sparks,GFG,G,12,12,7,7,13,11,11,5,9,10,5,8,10,15,15,15,10,15,155,Goalie
1560,1,70,Brent Turnerson,MET,G,14,14,10,12,16,13,13,11,13,14,10,8,10,15,15,15,12,15,421,Goalie
1635,1,70,George Walsh,ANC,G,15,12,10,10,15,12,13,12,12,14,13,8,14,15,15,15,12,15,424,Goalie
1643,1,70,Luka Nogoalov,NBB,G,13,13,7,9,15,15,13,8,13,13,9,8,12,15,15,15,12,15,350,Goalie
1659,1,70,Asher Gibbons,YUM,G,12,12,7,10,13,12,12,10,13,12,7,8,13,15,15,15,11,15,258,Goalie
1672,1,70,William Boucher,QCC,G,12,12,10,9,12,9,11,10,12,11,9,8,11,15,15,15,5,15,184,Goalie
1775,1,70,Sam Conroy,VAN,G,12,12,6,9,12,13,12,9,11,12,9,8,12,15,15,15,11,15,227,Goalie
1776,1,70,Dr. Hugh Orson,NBB,G,13,13,6,9,12,11,12,7,10,11,8,8,8,15,15,15,12,15,196,Goalie
1780,1,70,Swiss Cheese,DET,G,10,10,10,6,10,13,10,7,10,13,5,8,10,15,15,15,10,15,155,Goalie
1790,1,70,Tibuk Soonika,KEL,G,13,13,5,8,15,14,15,6,13,14,9,8,12,15,15,15,11,15,365,Goalie
1806,1,70,Ally Mathieson,REG,G,11,11,5,5,14,14,13,5,11,14,5,8,5,15,15,15,5,15,221,Goalie
1819,1,70,Rhett Carpet,NL,G,13,13,8,8,15,14,14,8,13,15,7,8,10,15,15,15,10,15,350,Goalie
1822,1,70,Bandit Heeler,GFG,G,12,12,10,11,14,13,13,10,13,14,10,8,13,15,15,15,12,15,343,Goalie
1827,1,70,Jeff Newman,DET,G,14,14,11,11,15,11,14,11,14,14,11,8,12,15,15,15,12,15,425,Goalie
1881,1,70,Kyle Baretto,STL,G,11,11,10,10,12,10,10,9,11,12,9,8,12,15,15,15,10,15,187,Goalie
1885,1,70,Peyton Kerns,CAR,G,10,12,5,9,11,5,5,8,5,5,5,8,13,15,15,15,15,15,155,Goalie
1899,1,70,Ryan Burton,YUM,G,13,14,8,9,10,9,9,7,9,13,7,8,6,15,15,15,5,15,155,Goalie
1984,1,70,Jason Fourium,COL,G,16,10,5,5,5,5,10,5,10,10,10,8,10,15,15,15,7,15,155,Goalie
